date,reserve_x,netflow_total_x,transactions_count_inflow_x,transactions_count_outflow_x,addresses_count_inflow,addresses_count_outflow,exchange_whale_ratio,fund_flow_ratio_x,estimated_leverage_ratio,stablecoin_supply_ratio,reserve_y,reserve_usd,netflow_total_y,open_interest,taker_buy_volume,taker_sell_volume,taker_buy_ratio,taker_sell_ratio,taker_buy_sell_ratio,transactions_count_inflow_y,addresses_count_active,addresses_count_sender,addresses_count_receiver,hashrate,price_usd_close
2019.5.25,2737531.108,715.132608,45673,31901,49017,38574,0.37268111,0.05618962,0.09915218,35.9456471,39923.79919,320975900.6,-344.633786,591935992,923018337,904266821,0.50513098,0.49486902,1.02073671,45673,712805,464422,511175,46660473765,8052.68
2019.5.26,2743199.825,5668.717328,43061,30278,46969,36331,0.3964798,0.07599046,0.10368298,38.76573567,40518.83468,352776626.3,595.0354934,670371631,1842810607,1709623204,0.51874594,0.48125406,1.07790454,43061,663737,430092,476837,54992701223,8703.080341
2019.5.27,2754561.006,11361.181,70299,43932,75307,55773,0.31712632,0.08606479,0.10302744,39.01622989,39854.29614,352232169.6,-664.5385413,676134434,1921371919,1976622553,0.49291294,0.50708706,0.97204796,70299,880064,572389,644833,55659279419,8779.9275
2019.5.28,2760255.118,5694.112019,65219,37670,73902,65808,0.36374274,0.06895223,0.10791048,38.51021002,40513.19562,354031042,658.8994839,704678273,1280071449,1342384878,0.48811926,0.51188074,0.95358006,65219,952551,624395,685056,54659412124,8722.3
2019.5.29,2762068.302,1813.184113,69868,39226,74010,59190,0.34102381,0.06840342,0.10777917,38.24324894,39602.99817,342890282.7,-910.1974555,699597329,1357512040,1512044751,0.47307377,0.52692623,0.89779885,69868,894464,578095,680345,57992303108,8662.04
2019.5.30,2767492.83,5424.527545,67113,37172,72706,57266,0.32120353,0.09586737,0.09897668,36.77629459,39258.62252,325305714,-344.3756457,618547095,2339110764,2527733765,0.48062163,0.51937837,0.92537861,67113,854106,551496,642367,59331638395,8272.2075
2019.5.31,2762270.549,-5222.280129,55187,28608,67126,56481,0.41565109,0.07061523,0.09531563,37.83067364,39041.56109,334338655,-217.0614333,613350373,1562489197,1464558769,0.5161759,0.4838241,1.06686685,55187,769533,449394,598629,43386260576,8549.306478
2019.6.1,2763826.716,1556.166378,50626,27691,55368,46997,0.37315731,0.04905187,0.09661074,37.80409818,39502.43533,336768268.4,460.8742389,621395212,813537129,829158062,0.49524533,0.50475467,0.98116049,50626,851570,574190,578405,55994233735,8549.98
2019.6.2,2767999.168,4172.452416,50587,26143,53989,41943,0.39573156,0.03938485,0.09876028,38.62246661,39509.78681,345515851.3,7.35148551,648991609,1100615312,1034719750,0.51542979,0.48457021,1.06368445,50587,692257,450398,489582,48577778936,8734.21
2019.6.3,2770120.329,2121.160979,52963,26653,59260,43841,0.43048517,0.05896199,0.09942469,35.74216626,39421.39778,321644407.8,-88.38903374,606460503,1824815864,2059246506,0.46982146,0.53017854,0.88615708,52963,731833,453214,550345,44127906056,8109.945
2019.6.4,2768959.492,-1160.837377,67740,29631,75296,55210,0.30766703,0.07629012,0.09484919,33.70682625,37502.746,288279014.4,-1918.651778,550744902,2469172149,2546799530,0.49226198,0.50773802,0.96951963,67740,907744,574185,687769,57106701955,7680.2225
2019.6.5,2768148.449,-811.0432587,56123,27532,63851,49265,0.3845743,0.04993432,0.09261649,33.86497536,37790.17887,295609706.3,287.4328749,545989802,1674790305,1605770091,0.51051958,0.48948042,1.04298263,56123,873789,584083,631434,59331638395,7785.093333
2019.6.6,2767751.243,-397.2056537,49183,25436,56209,43487,0.43848807,0.04400242,0.09220632,33.57322271,38492.0232,300431203.4,701.8443223,544093920,1495301155,1474696493,0.5034688,0.4965312,1.01397214,49183,818981,538899,602284,58219170175,7805.466667
2019.6.7,2764909.85,-2841.392911,47579,22909,61630,63007,0.36259842,0.05796765,0.08672245,34.23857935,38014.55845,304604954.7,-477.4647457,525963316,1426547935,1300186732,0.52317079,0.47682921,1.09718697,47579,859432,577234,619333,58589992915,7995.765
2019.6.8,2764840.937,-68.91268513,35067,20082,42142,33564,0.38242962,0.04855052,0.0914272,33.9137753,37497.03163,296943305.6,-517.5268236,549590165,915700035,940508668,0.49331739,0.50668261,0.97362211,35067,632791,407462,471827,45982019756,7919.115
2019.6.9,2764645.719,-195.2183225,35696,19529,44853,39927,0.35493835,0.04517248,0.09978608,32.67236107,37829.59693,289362937.3,332.5653038,577268475,1155877843,1335317419,0.46398524,0.53601476,0.86562028,35696,576544,358425,438220,54510942775,7632.003333
2019.6.10,2764369.467,-276.2517276,53069,27745,62016,48347,0.373322,0.06177095,0.09146193,33.96558383,38215.46809,305430441,385.8711587,555381229,1536688091,1304979120,0.5407699,0.4592301,1.17755761,53069,801678,514376,607106,58219170175,8009.285
2019.6.11,2765088.556,719.0889759,52743,27930,64769,50656,0.41653546,0.04328562,0.09045757,33.18814847,38047.37258,300840575,-168.095511,541617088,1122201024,1137940591,0.49651801,0.50348199,0.98616838,52743,839869,555281,623409,53027651816,7902.856667
2019.6.12,2772498.538,7409.981288,48615,27830,58685,47632,0.3837827,0.07082059,0.09319785,33.74471434,38508.24142,313430803.3,460.8688425,576373950,1472578540,1315672169,0.52813706,0.47186294,1.11925947,48615,796283,514956,601948,48577778936,8162.165
2019.6.13,2775649.248,3150.710075,54119,30286,64466,48649,0.35720676,0.08358915,0.09587445,33.82143037,37722.02435,310372918.4,-786.2170737,600848756,1095937137,1107530817,0.49736922,0.50263078,0.98953196,54119,896255,589710,667851,55994233735,8231.245
2019.6.14,2771340.457,-4308.79024,56025,31564,71317,54118,0.28539666,0.07881199,0.09319858,35.57316374,37954.49405,329937183.2,232.4696997,617513132,1744667310,1472434715,0.54231022,0.45768978,1.18488602,56025,1033167,704387,731372,62246626625,8682.64
2019.6.15,2775471.319,4130.861458,47918,27127,56417,35078,0.35438815,0.06718735,0.10454643,36.15119769,38605.816,341330330.2,651.3219542,705644117,1368496688,1287613488,0.51522587,0.48477413,1.06281637,47918,862368,563975,601028,53775192232,8845.4325
2019.6.16,2786436.724,10965.40508,51708,26000,60277,59057,0.37687573,0.06885504,0.09824679,36.44096563,38235.99501,343517054.3,-369.8209925,675329496,2958464148,2945306814,0.50111432,0.49888568,1.00446722,51708,697143,450770,520301,47882020481,8971.9075
2019.6.17,2783405.989,-3030.735267,61126,31870,71397,53640,0.3523068,0.04035559,0.10335114,37.64747197,38450.01965,358612375.1,214.0246446,728687433,2332407849,2267228521,0.50708527,0.49291473,1.02874846,61126,797798,488116,628489,48986990184,9334.1
2019.6.18,2789669.032,6263.043643,59851,32514,67526,50314,0.38953495,0.03176017,0.10969296,36.5791634,38546.46278,349572667.2,96.443127,752156445,1875765274,2042016313,0.4787825,0.5212175,0.91858486,59851,951760,628866,696964,60036687218,9083.1075
2019.6.19,2791507.186,1838.153919,57665,31258,66425,53395,0.42070493,0.05157002,0.11054669,37.43530482,32720.92669,303895170.3,-5825.536093,775991224,1229433613,1140799747,0.51869729,0.48130271,1.0776945,57665,902831,600847,664235,65193212500,9280.2075
2019.6.20,2793587.226,2080.03995,56335,28475,72122,54971,0.29343694,0.026429,0.11351024,38.31228318,31984.12089,304966433.8,-736.8057965,821100712,1719013578,1660333699,0.50868213,0.49131787,1.03534222,56335,827052,526642,635535,53038545763,9534.9325
2019.6.21,2793321.063,-266.1634901,60415,31475,69877,53415,0.35317984,0.06625662,0.10649515,40.92312323,32594.93883,330990195.6,610.8179401,826846584,2591370277,2365147775,0.52282071,0.47717929,1.09564836,60415,840332,533327,654638,48986990184,10203.03332
2019.6.22,2805229.342,11908.27898,68237,35328,77573,53121,0.28101679,0.06740442,0.09728311,42.88864822,32086.51857,344148767.9,-508.4202579,798281638,4334308220,4344598362,0.49940718,0.50059282,0.99763151,68237,846364,526855,643641,51933576060,10701.29
