date,reserve_x,netflow_total_x,transactions_count_inflow_x,transactions_count_outflow_x,addresses_count_inflow,addresses_count_outflow,exchange_whale_ratio,fund_flow_ratio_x,estimated_leverage_ratio,stablecoin_supply_ratio,reserve_y,reserve_usd,netflow_total_y,open_interest,taker_buy_volume,taker_sell_volume,taker_buy_ratio,taker_sell_ratio,taker_buy_sell_ratio,transactions_count_inflow_y,addresses_count_active,addresses_count_sender,addresses_count_receiver,hashrate,price_usd_close
2019.10.15,2878321.176,5837.778291,33732,20962,44041,34448,0.45263205,0.08404466,0.1232632,28.58385151,36865.88094,301162911.2,304.264622,821865041,868830461,964194277,0.47398731,0.52601269,0.90109481,33732,707906,460568,533681,98935268852,8170.943333
2019.10.16,2878887.722,566.5455328,34625,23375,45876,32545,0.4519784,0.07615455,0.12757265,27.9931259,37148.85614,297377893.6,282.9752084,833318864,826424729,885300894,0.4828021,0.5171979,0.93349587,34625,737761,490956,545078,92468911411,8000.32
2019.10.17,2877891.053,-996.6694043,32712,16125,39095,29725,0.39827646,0.05804685,0.1246266,28.26559087,37276.97839,301267786.5,128.1222449,821047814,702005165,678408914,0.5085468,0.4914532,1.03478175,32712,727637,488487,528635,96995361620,8079.045
2019.10.18,2877184.885,-706.167576,32641,16156,39021,29301,0.43124894,0.06721144,0.12609436,27.96263342,37683.99205,300144046.7,407.0136588,817259825,977317882,1048240182,0.48249315,0.51750685,0.93234156,32641,675694,441003,518615,1.03E+11,7961.2175
2019.10.19,2876841.715,-343.1696892,27576,14617,35293,23546,0.39742386,0.03192545,0.12427981,28.13872708,37300.49404,296303188.5,-383.4980087,807214164,740164851,775231884,0.48842975,0.51157025,0.95476575,27576,632139,396664,486450,91822275667,7966.2725
2019.10.20,2877150.001,308.2856136,26625,14150,33969,26009,0.46694112,0.04160353,0.11871073,29.12413908,37754.39531,310501302.5,453.9012744,798184944,1168425343,983300784,0.54301769,0.45698231,1.1882685,26625,568269,358201,437730,94408818643,8240.0925
2019.10.21,2873516.809,-3633.191513,35803,17522,43629,26114,0.43772724,0.07786235,0.11879592,29.14711737,37853.85498,311180548.5,99.45966227,800634844,809223853,806147005,0.50095237,0.49904763,1.00381673,35803,736594,476983,545852,1.03E+11,8218.6725
2019.10.22,2877005.051,3488.241234,35438,17080,43711,45216,0.41356269,0.06194261,0.12797237,28.62928001,37349.20381,300139882.5,-504.65117,852632917,886308487,1052356914,0.45717455,0.54282545,0.84221282,35438,725915,476922,541312,1.09E+11,8029.905
2019.10.23,2876500.128,-504.9228888,37824,17398,45632,49079,0.35980901,0.09672173,0.12888916,26.79380365,38027.44944,284290264.9,678.2456363,795775768,1482243778,1702048665,0.46548607,0.53451393,0.87085864,37824,744132,498898,544509,1.14E+11,7476.3675
2019.10.24,2874432.092,-2068.035378,32768,15956,40611,37572,0.48123666,0.08985606,0.13150383,27.12673496,38177.43761,283764303.8,149.9881657,807771738,708534094,729639281,0.4926625,0.5073375,0.97107449,32768,713982,470409,515255,90520752859,7431.195
2019.10.25,2884601.064,10168.97112,38459,17183,43357,47638,0.36280949,0.09262872,0.1007556,32.65721661,38570.56799,334385353.5,393.1303782,714774553,2711687721,2335098696,0.53730978,0.46269022,1.16127328,38459,789550,534072,570476,93923788681,8667.373333
2019.10.26,2901250.416,16649.35292,42399,18868,47842,49540,0.33769777,0.13070203,0.08828275,35.259159,38103.95002,352368087.7,-466.6179695,673506396,4060423120,4194201339,0.49189677,0.50810323,0.96810401,42399,767837,522366,541119,95285003009,9253.56
2019.10.27,2905520.251,4269.834606,28541,14599,35654,39949,0.42376714,0.08391856,0.09200584,36.75569173,38380.33863,366682205.1,276.3886186,722757920,2302117565,2324386834,0.49759329,0.50240671,0.99041929,28541,591957,381834,438766,78269823901,9550.1925
2019.10.28,2862912.652,-42607.5992,38044,18562,44120,49646,0.38871973,0.08088397,0.09489819,35.59776513,37611.51666,346725527.5,-768.8219698,703001511,1807712986,1902762282,0.48719176,0.51280824,0.95004668,38044,752676,504523,540595,91201360023,9219.61
2019.10.29,2862414.794,-497.8583153,34823,17059,39826,44571,0.35986385,0.05417228,0.10190756,36.19042602,37599.39817,354684648.1,-12.11849711,784770618,1686145993,1676921451,0.50137145,0.49862855,1.00550088,34823,727817,486435,527525,90520752859,9429.905
2019.10.30,2861847.415,-567.3781726,34796,16984,40391,44469,0.44744449,0.0399973,0.10115113,35.22667096,38594.48184,353753740,995.0836727,759213415,1387235781,1522754850,0.47671486,0.52328514,0.91100401,34796,725871,479217,536920,91201360023,9166.465
2019.10.31,2862094.231,246.8156597,32804,17111,37518,43163,0.41536593,0.0521964,0.09964891,35.54061656,38248.05874,350427821.7,-346.423105,744509370,1528095082,1519451555,0.50141811,0.49858189,1.00568858,32804,703141,466352,504883,89840145694,9161.976667
2019.11.1,2861495.68,-598.5507878,34170,16382,39628,46252,0.41474624,0.05764256,0.10136076,35.94352133,40093.37767,370629865.4,1845.318938,768552343,1135975128,1059151476,0.51749868,0.48250132,1.07253321,34170,795079,538211,563197,88478931366,9257.1075
2019.11.2,2862708.375,1212.695139,25876,14630,32991,40954,0.46923563,0.03774239,0.10353385,36.1442001,40925.14753,380836429.2,831.7698598,787331296,619979323,612440334,0.50305861,0.49694139,1.01230975,25876,630465,412624,472035,91201360023,9308.435
2019.11.3,2861689.326,-1019.049425,24617,21141,35012,41411,0.5530642,0.03828129,0.10343054,35.81108223,41215.98823,379651183.8,290.8406986,777622062,713706336,791356546,0.47420367,0.52579633,0.90187709,24617,626689,412535,465536,93923788681,9208.2325
2019.11.4,2865506.183,3816.856869,32274,16286,38171,44077,0.41519088,0.08594821,0.10487229,36.66005873,40104.13864,377575753.1,-1111.849588,807907841,1096385346,974169978,0.5295127,0.4704873,1.1254559,32274,743530,490638,549116,89840145694,9415.295
2019.11.5,2868911.819,3405.635935,34267,17491,39484,43573,0.40808567,0.06353711,0.10437102,36.17830258,40563.04886,378237551.9,458.9102166,788984353,1038477250,1100278488,0.48555206,0.51444794,0.94383128,34267,792812,535707,576670,98007431667,9323.483333
2019.11.6,2877136.621,8224.802577,32559,15826,41143,41469,0.48574516,0.04714532,0.1065128,36.30395573,40520.24028,379150623.4,-42.8085833,815488881,796216616,781882989,0.50454142,0.49545858,1.01833219,32559,837371,571857,559296,89840145694,9342.88
2019.11.7,2878917.155,1780.533365,31957,16031,37608,47746,0.42610373,0.05160447,0.13136768,35.80551334,41322.01143,380635745.5,801.7711524,832204583,790233236,913198608,0.46390658,0.53609342,0.86534652,31957,786057,537071,553452,85362510357,9207.31
2019.11.8,2868111.408,-10805.74635,32707,16407,38300,41326,0.42466038,0.06684162,0.13730173,34.17077783,41735.30263,367177593.4,413.2912036,828219353,1499199195,1779747822,0.45721971,0.54278029,0.84236608,32707,723610,482594,541515,80936306116,8771.26
2019.11.9,2866604.945,-1506.463821,27197,14896,35262,38178,0.51192902,0.0362135,0.13534574,34.33897331,41921.95061,369873457.5,186.6479776,809271738,582728865,560832088,0.50957394,0.49042606,1.03904337,27197,728801,494692,519304,91053344381,8815.115735
2019.11.10,2866802.773,197.8287388,25002,13312,32974,37328,0.48579342,0.04536311,0.13300662,35.23777144,42720.6807,386533514.9,798.7300879,837516188,947843957,802805845,0.54142408,0.45857592,1.180664,25002,585409,375404,435495,1.05E+11,9045.125
2019.11.11,2866444.979,-357.7945238,32740,16302,40394,41138,0.43875572,0.0715369,0.13325171,34.00067736,42470.3467,370151156.1,-250.3339954,821101220,1020267871,1201750405,0.45916268,0.54083732,0.84898484,32740,698264,460717,511677,95479548621,8727.38129
2019.11.12,2860511.685,-5933.29369,29649,15549,36586,43826,0.53196698,0.07539179,0.13021426,34.33619033,42436.73768,373530393,-33.60902254,811235603,1090549483,1075189694,0.50354608,0.49645392,1.01428565,29649,678955,436975,501681,85362510357,8818.385
2019.11.13,2866302.837,5791.151917,31450,15475,37602,39939,0.42125948,0.04960143,0.13694481,34.1828344,42704.49973,374891913.5,267.762048,840784512,540645872,539591619,0.50048797,0.49951203,1.0019538,31450,761880,506043,555668,85362510357,8778.853333
2019.11.14,2864365.233,-1937.603929,31249,15566,37454,38800,0.47071475,0.05470824,0.14297122,33.73262494,42823.24513,370992618,118.7454047,866217529,800674400,896698437,0.47171392,0.52828608,0.89291379,31249,748626,505319,535598,1.07E+11,8644.126667
2019.11.15,2864222.191,-143.0416695,33331,16442,39349,39174,0.47821479,0.06208718,0.1409399,33.10412828,42543.37315,360304365.2,-279.8719799,826200365,1313862231,1367434323,0.49001004,0.50998996,0.96082291,33331,764275,489795,575891,99905752862,8470.135656
2019.11.16,2864686.142,463.9502606,26321,14053,34398,38138,0.49806149,0.04516194,0.14134286,33.19767707,42920.46417,364581015.6,377.0910145,830625426,396942873,388203452,0.50556547,0.49443453,1.02251248,26321,681650,436390,495078,93582603947,8498.506667
2019.11.17,2865600.102,913.9600001,24214,12795,33080,38167,0.45733232,0.04349926,0.14152581,33.25507261,42840.62462,364604882.1,-79.8395497,839265242,665175626,638031429,0.51041438,0.48958562,1.04254367,24214,596022,390681,430859,97376493296,8510.7275
2019.11.18,2870856.147,5256.045489,33624,15902,40079,39136,0.49801645,0.06363208,0.14659362,32.04311438,43157.83286,353483582.7,317.2082438,815597579,1106346795,1367171326,0.44727661,0.55272339,0.80922323,33624,687896,447305,510495,88524084815,8186.4025
2019.11.19,2869910.364,-945.7834481,36432,17015,43668,46859,0.39655759,0.0843906,0.14906823,31.80567477,43122.7533,350994919.4,-35.07956477,838044130,1007892782,1012945265,0.4987499,0.5012501,0.99501209,36432,831643,578252,561311,92950289055,8140.633333
2019.11.20,2872043.961,2133.597062,31737,14824,38791,22668,0.44519536,0.08953438,0.15030431,31.87005996,43433.48923,351728304.8,310.7359326,842071766,730698923,789932077,0.4805235,0.5194765,0.92501488,31737,701264,450677,525767,89788714598,8102.456667
2019.11.21,2876516.688,4472.727501,43562,16236,57467,49085,0.37576808,0.0607759,0.13899773,29.92365992,43423.55404,331383523.6,-9.93518481,759598788,1475653835,1741195868,0.45872638,0.54127362,0.84749445,43562,793358,523092,584770,88351718943,7633.6
2019.11.22,2871477.931,-5038.757538,45967,17353,67676,46119,0.31468449,0.11639487,0.1286352,28.65039598,44188.99918,322710272.5,765.4451359,677682221,2785778309,2849181338,0.49437414,0.50562586,0.97774693,45967,808622,520864,607316,85127203653,7288.315
2019.11.23,2870699.598,-778.3328267,27867,14415,36108,40212,0.54832202,0.07470139,0.12920005,28.96469692,44863.91114,328964030.2,674.9119581,681052453,967302168,937500974,0.50782264,0.49217736,1.03178791,27867,673391,453025,514760,1.12E+11,7328.94
2019.11.24,2873585.219,2885.620885,26014,12815,33690,25239,0.52334776,0.07404457,0.13641658,27.29813912,45368.13109,316255684.2,504.2199465,677325948,1289929142,1433760459,0.47359624,0.52640376,0.89968246,26014,559893,344908,436101,84482300595,6920.28
2019.11.25,2878462.9,4877.6814,37397,15271,43444,35246,0.37613083,0.12411484,0.12364565,27.9566493,45282.15089,322477403.6,-85.98019225,621695151,2376868655,2313609965,0.50674331,0.49325669,1.02734199,37397,665246,425844,495578,80612882247,7131.795
2019.11.26,2880075.987,1613.086635,35345,17028,40439,35460,0.45229581,0.08834497,0.12339969,28.07927602,44713.5919,320657264.4,-568.5589886,624397330,1295678481,1253033390,0.50836601,0.49163399,1.03403348,35345,785864,516866,576620,78678173073,7169.6775
2019.11.27,2877900.503,-2175.484142,35500,15451,41541,36574,0.44936472,0.11262537,0.11702552,29.39993797,44684.70676,336307380.6,-28.88514328,624875636,1835001692,1727564071,0.51507869,0.48492131,1.06219024,35500,827228,572891,566560,89641525059,7526.86
2019.11.28,2879753.967,1853.464442,31156,14969,36692,33888,0.41898521,0.08857733,0.11850313,29.07869074,45001.84316,334890966.3,317.1364019,624413190,978281030,1029296681,0.48729423,0.51270577,0.9504364,31156,703998,458068,533018,1.05E+11,7437.566667
2019.11.29,2875797.846,-3956.120744,30054,14632,35049,34804,0.46365783,0.08199806,0.1193405,30.26939324,44755.67776,347324199.5,-246.1653987,648060571,1195373311,1103076599,0.52007803,0.47992197,1.08367208,30054,735146,474647,543963,87706815885,7763.17
2019.11.30,2864165.532,-11632.31469,26308,13798,34027,33077,0.51478193,0.07901638,0.12191899,29.4474164,44982.88191,339962403.4,227.2041493,638330485,745112424,835483199,0.47141243,0.52858757,0.89183412,26308,677656,432872,493884,81257785305,7565.897439
2019.12.1,2859742.399,-4423.132613,25745,12003,32451,28725,0.52076122,0.06176282,0.12611453,28.81137071,45738.26862,339131119,755.3867047,645178530,1133097758,1197741106,0.48613303,0.51386697,0.94602895,25745,607737,379655,468193,89641525059,7411.315
2019.12.2,2866546.262,6803.862669,32827,14462,40013,37513,0.51386614,0.09519648,0.13003185,28.2675259,45886.63606,336189356.8,148.3674439,654813712,916569771,932714775,0.4956348,0.5043652,0.98269031,32827,736979,482758,552300,93510943407,7314.9
2019.12.3,2867195.795,649.5330554,31986,14265,37040,32065,0.40953135,0.08003184,0.13326542,28.3062362,46169.38879,337790638.2,282.7527256,661659717,613421159,618011838,0.49813604,0.50186396,0.99257186,31986,753760,497424,565383,1.02E+11,7306.443441
2019.12.4,2865567.286,-1628.509144,34640,14700,42855,34153,0.39542079,0.04169499,0.13023134,27.83751305,46860.16615,337665102.4,690.7773626,669452123,1544806889,1568669978,0.49616777,0.50383223,0.98478769,34640,758379,495215,569759,1.08E+11,7203.89
2019.12.5,2866291.949,724.663165,32347,14391,37595,32445,0.45597019,0.08501509,0.12241329,28.65300884,47130.11753,348547131.6,269.9513825,649189294,1178872023,1065037807,0.52536515,0.47463485,1.10688279,32347,730613,489079,535064,92816137377,7404.735
2019.12.6,2864748.509,-1543.440221,32796,14335,37631,35772,0.4218728,0.03433447,0.12262438,29.12595066,46899.61716,354375031.5,-230.5003747,654183863,1015760010,963664615,0.51315923,0.48684077,1.05405967,32796,743973,507281,534438,92816137377,7550.3875
2019.12.7,2867302.154,2553.645134,26159,13232,32024,28480,0.50015237,0.03966308,0.12644995,28.89009358,47589.47833,357716307.7,689.8611715,662104031,501898368,508319328,0.49682199,0.50317801,0.98736826,26159,658981,442215,465571,99217250300,7511.2
2019.12.8,2868075.171,773.0172371,24961,11909,31910,27991,0.56882799,0.04533497,0.12729612,28.90787762,47483.55311,357648021.3,-105.9252231,664916661,544253732,549157430,0.49775761,0.50224239,0.99107051,24961,587615,380653,434944,94736471254,7515.055
2019.12.9,2872139.385,4064.214101,31724,13658,36532,39104,0.51677751,0.07208026,0.13032548,28.20774223,47657.54025,350618588.8,173.9871455,664200045,1070041512,1161897141,0.47942246,0.52057754,0.92094341,31724,784036,529656,538820,94736471254,7353.363807
2019.12.10,2871119.158,-1020.226537,33566,14189,37826,34302,0.40865207,0.07783921,0.13838094,27.68419009,47640.19728,344938689.6,-17.34297054,695177370,810359683,855434412,0.4864705,0.5135295,0.94730779,33566,803303,555086,548712,94736471254,7229.35
2019.12.11,2867169.022,-3950.136961,29926,13324,36299,32370,0.47531986,0.06535628,0.14459961,27.71898894,47723.86066,344065770,83.66337612,708642480,564649532,589804512,0.48910525,0.51089475,0.95735031,29926,793441,553875,521123,84494690578,7210.690573
2019.12.12,2867782.061,613.0398797,30060,13336,34580,27293,0.43750109,0.08356363,0.13854315,27.64319713,47584.60026,343141831.5,-139.2603973,677477984,914268359,836438355,0.52222817,0.47777183,1.0930493,30060,723511,479780,531407,85134801870,7198.7925
2019.12.13,2870890.136,3108.075025,29999,13344,34956,35569,0.49081577,0.11155037,0.13870364,27.90314978,47552.34826,345125789.8,-32.25200046,685028640,509459634,437345945,0.53808263,0.46191737,1.16488935,29999,729491,489109,547989,97296916423,7260.5025
2019.12.14,2870316.888,-573.2483153,25430,11940,32119,28092,0.52650007,0.05771227,0.14863561,27.18963191,48040.49495,339943309.6,488.1466852,710048405,562895579,693170545,0.44814168,0.55185832,0.81205929,25430,630775,413559,475249,96656805131,7073.9775
2019.12.15,2869724.338,-592.5504125,22748,10739,28095,24067,0.52273011,0.04812114,0.14360549,27.36245138,48435.77372,345105008.9,395.2787778,687178226,669449816,622349844,0.51823037,0.48176963,1.07568086,22748,645548,445437,434036,79373800240,7124.1
2019.12.16,2872357.549,2633.211079,35465,13915,41039,28428,0.4015262,0.11129622,0.14774553,26.43277705,48117.29023,332010986.7,-318.4834939,700437820,878642305,1010991728,0.46498014,0.53501986,0.86908951,35465,793630,543539,549316,1.00E+11,6893.808895
2019.12.17,2878664.095,6306.546202,39162,15038,43794,44703,0.35377967,0.05877834,0.15251764,25.35745859,48474.72319,321250716,357.4329583,698484077,1103821285,1210093169,0.47703634,0.52296366,0.91217876,39162,891039,649066,557305,90255692208,6629.3125
2019.12.18,2881081.422,2417.327474,37645,15013,44089,34099,0.33534991,0.10893855,0.12267269,27.7224561,48908.35953,357094727.7,433.6363407,625521069,2135686837,1936636928,0.52443935,0.47556065,1.10278122,37645,743777,489742,560288,85774913162,7291.3375
2019.12.19,2883680.748,2599.325601,34839,15346,39925,35866,0.36469068,0.11278707,0.12803815,27.00034762,48972.20085,350174736.4,63.84131793,654854716,1088184514,1146084693,0.4870427,0.5129573,0.94948002,34839,728848,495414,539313,1.01E+11,7149.56
2019.12.20,2883777.282,96.53441642,31606,14209,36317,39954,0.45037551,0.08789251,0.13071422,27.06570086,48586.54064,349539023.3,-385.6602085,645502067,657165712,619637255,0.51469626,0.48530374,1.0605652,31606,711789,467202,546924,1.00E+11,7195.4
2019.12.21,2879876.102,-3901.180124,24182,12371,30530,25138,0.4691876,0.05278256,0.13003723,26.86496666,49868.56196,356456325.2,1282.021321,642282763,293554889,311933322,0.48482346,0.51517654,0.94108217,24182,621622,395206,479847,1.13E+11,7147.603333
2019.12.22,2880724.527,848.4246999,24288,11742,31766,38724,0.48224401,0.0441825,0.12905313,28.25097402,49814.93047,374639330.5,-53.63149243,668785206,975979145,808811713,0.5468311,0.4531689,1.20668275,24288,586703,381281,432262,1.09E+11,7516.973333
2019.12.23,2886480.953,5756.426447,34587,15620,38348,39147,0.38699758,0.11135386,0.12683277,27.47515624,52863.62306,387328065.7,3048.692597,644446017,1371421160,1399465636,0.49493944,0.50506056,0.97996058,34587,706461,473045,518655,92045964050,7326.93
2019.12.24,2883764.987,-2715.96656,30120,14213,36292,24825,0.4641866,0.09335682,0.12497027,27.24755012,49511.79309,359531494.7,-3351.829971,634364918,860061697,914850257,0.48456584,0.51543416,0.94011199,30120,668281,440496,493091,80459758785,7261.5325
2019.12.25,2884542.136,777.1491395,22976,12860,29782,35711,0.49420573,0.06845305,0.12590945,27.02768402,49497.85872,356627287.3,-13.93437249,639559340,565636866,593021758,0.4881825,0.5118175,0.95382144,22976,543220,359284,401739,82390792996,7204.903333
2019.12.26,2888900.389,4358.253023,26449,13466,32663,27929,0.47394218,0.08148012,0.12802521,27.08260825,41134.15375,296432250.7,-8363.704968,658741214,781838440,752206998,0.50965794,0.49034206,1.03939267,26449,639350,423515,476790,1.07E+11,7206.475
2019.12.27,2889393.508,493.1188743,29997,14505,35238,33384,0.46597141,0.1037181,0.13033379,27.24308623,41045.37324,297888335.5,-88.78051108,667904367,742689539,719891430,0.50779379,0.49220621,1.03166882,29997,706116,466783,539661,93333320191,7257.5375
2019.12.28,2890916.209,1522.700976,25139,13046,32323,29976,0.44384163,0.05364066,0.13001043,27.49895918,41716.95998,305254345.7,671.5867386,671861752,610277808,580904173,0.51232962,0.48767038,1.05056537,25139,630088,399027,490469,95908032472,7317.272062
2019.12.29,2892008.07,1091.86085,23923,11093,30129,22295,0.53278546,0.07566392,0.13094184,27.79599502,41936.04405,310291220.1,219.0840697,679777805,807981374,737762127,0.52271374,0.47728626,1.09517871,23923,587289,373392,449707,99770100893,7399.153333
2019.12.30,2889793.812,-2214.257321,32495,14630,38238,37546,0.45298282,0.0864006,0.13620065,27.14445933,42263.32619,305718594.8,327.2821428,685558999,575939435,687734822,0.45576574,0.54423426,0.83744405,32495,730522,490688,544511,1.07E+11,7233.661484
2019.12.31,2884739.677,-5054.135592,28505,13517,34005,39122,0.44211377,0.0898461,0.13890882,26.97357407,42028.77001,301943930.1,-234.5561847,683946472,514543823,583251905,0.46870634,0.53129366,0.88219827,28505,669836,453407,489184,93333320191,7184.22
2020.1.1,2888382.7,3643.022752,21309,10148,28592,18081,0.60966927,0.07333521,0.13846455,27.02672038,42899.30699,308707560,870.5369793,688583369,393821538,369432982,0.51597669,0.48402331,1.06601618,21309,522168,328014,389710,1.19E+11,7196.096667
2020.1.2,2888002.943,-379.7563074,28927,12559,35021,37591,0.48522066,0.09892329,0.14413773,26.16416648,42638.14294,296756251.7,-261.1640501,699806534,647869320,823194951,0.44040858,0.55959142,0.78701809,28927,678392,456645,475467,96717718312,6959.8775
2020.1.3,2889804.911,1801.967967,35415,13785,39833,37489,0.4018428,0.09301552,0.12725949,27.46441044,42806.37207,314285775,168.2291381,648686762,1600462705,1449733753,0.52470807,0.47529193,1.10397009,35415,712212,489096,523235,1.16E+11,7342.0325
2020.1.4,2889625.467,-179.444659,26623,11258,32350,27258,0.5524456,0.07383879,0.13185092,27.84554547,43087.46984,316966293.3,281.097767,678864628,595679255,588239676,0.50314193,0.49685807,1.01264719,26623,615787,403524,465376,1.15E+11,7356.345
2020.1.5,2890929.883,1304.416658,27616,11708,34859,28998,0.47035042,0.05903237,0.13306237,27.83800688,43597.29559,320664430.7,509.8257513,676784642,769481578,763737551,0.50187319,0.49812681,1.00752094,27616,596340,377443,459073,1.12E+11,7355.145
2020.1.6,2892712.865,1782.98206,35311,14445,40030,37757,0.38315816,0.08228942,0.13476475,29.33596729,43334.47488,336192322.9,-262.820711,715793140,1261972084,1082530710,0.53826853,0.46173147,1.165761,35311,724306,485586,522669,92602070725,7758.08
2020.1.7,2900260.334,7547.468463,41848,16827,44738,35871,0.35665295,0.13545407,0.129199,31.10351158,43631.37709,356042181.4,296.902213,735830469,2003081961,1900775695,0.51310323,0.48689677,1.05382343,41848,771658,515241,576833,1.21E+11,8160.2325
2020.1.8,2908501.711,8241.377197,38426,16439,43397,38826,0.40612496,0.11107801,0.1290847,30.81927231,43194.45597,347438612.6,-436.9211238,722097223,2410443776,2495796018,0.49130166,0.50869834,0.9658016,38426,745784,484950,558699,97403659577,8043.592744
2020.1.9,2912658.736,4157.024973,32513,14030,39722,38065,0.36257883,0.06114811,0.1324031,30.02662511,43812.15911,342469132.9,617.7031448,717974385,1257160537,1377027606,0.47724782,0.52275218,0.91295231,32513,780274,527275,553323,1.08E+11,7816.76
2020.1.10,2920327.076,7668.340228,32431,13531,37689,30903,0.4766573,0.11752232,0.13192742,31.6561217,44106.67153,361360556.8,294.5124177,767322640,1945565281,1836980835,0.51435335,0.48564665,1.05911028,32431,784614,512904,590636,1.02E+11,8192.8775
2020.1.11,2921517.914,1190.83801,29279,12741,36238,28348,0.4318217,0.07975007,0.13391107,30.97820946,44315.15972,355406583.9,208.4881913,749253873,1151540567,1191294960,0.49151575,0.50848425,0.96662926,29279,655710,416730,509551,1.12E+11,8019.9775
2020.1.12,2921328.006,-189.9084545,24932,11265,31477,29590,0.49697075,0.06659372,0.13395575,31.58783662,44985.10619,367949940.5,669.9464652,777460590,812966321,763764770,0.51560239,0.48439761,1.06441977,24932,590374,375123,450669,1.04E+11,8179.3725
2020.1.13,2922923.471,1595.465466,28864,12986,34276,31748,0.44413091,0.10691825,0.13552747,31.41667389,43817.95387,354994987.4,-1167.152318,775844868,632585568,680621257,0.48171054,0.51828946,0.92942376,28864,682404,450752,501610,98089600842,8101.5875
2020.1.14,2936732.443,13808.9722,43872,15553,47002,37698,0.30808622,0.12143069,0.13439467,34.2199055,44027.82585,388145215.3,209.8719822,824179160,2968267889,2621627573,0.53100597,0.46899403,1.13222333,43872,852445,579844,616200,1.07E+11,8815.906935
2020.1.15,2941533.622,4801.178888,39921,16200,45571,40725,0.33596138,0.07968064,0.13695106,34.2655068,44491.63158,392075273.4,463.8057261,864779536,1711991791,1811382236,0.48589556,0.51410444,0.94513005,39921,769964,513556,580579,1.11E+11,8812.3375
2020.1.16,2937885.152,-3648.470178,34036,13604,40572,33842,0.38715759,0.12599419,0.13731987,33.80403309,44989.71435,392408724.1,498.0827676,864922924,1210420786,1235028523,0.49496867,0.50503133,0.98007517,34036,741782,491616,555091,1.17E+11,8722.1875
2020.1.17,2937872.373,-12.77949097,35290,13260,39563,37917,0.3624743,0.08768113,0.14027408,34.58862878,45093.44431,401245638.6,103.7299635,886002640,1916911094,1811737756,0.51410341,0.48589659,1.05805108,35290,757453,509930,562179,1.17E+11,8898.0925
2020.1.18,2924497.731,-13374.64158,28729,11742,34237,29469,0.42192143,0.10395873,0.14097472,34.63589956,57116.35882,508712751.9,12022.91451,894966979,927990266,908604343,0.50527768,0.49472232,1.02133593,28729,634565,400593,491072,96958912294,8906.603333
2020.1.19,2925696.431,1198.700216,29202,12485,35823,31403,0.40604906,0.09381487,0.13110388,33.79410024,57421.35022,499619292.4,304.9914011,808168418,1829336707,1913939394,0.48869938,0.51130062,0.95579657,29202,636701,416987,477116,1.10E+11,8700.9325
2020.1.20,2924598.467,-1097.96447,30861,12181,37672,26910,0.41800694,0.07506634,0.1329207,33.97289323,57594.26267,497309755.8,172.9124449,816251742,999126674,1017469360,0.49545207,0.50454793,0.98197225,30861,736441,487853,532782,1.12E+11,8634.71
2020.1.21,2923903.552,-694.9144518,31684,12640,36942,37264,0.46302785,0.10960141,0.13501672,34.45863105,57680.50705,503592356.5,86.24438529,833899546,884980076,912902449,0.49223465,0.50776535,0.96941363,31684,757024,512574,544535,1.12E+11,8730.72
2020.1.22,2919696.537,-4207.015281,30850,12857,36847,33537,0.46833517,0.09138499,0.13565898,34.19560737,58246.78404,504811043.7,566.2769855,830662299,630926655,683789665,0.47989566,0.52010434,0.92269112,30850,783830,540608,544499,1.15E+11,8666.7625
2020.1.23,2923806.004,4109.46686,32986,11847,37875,28434,0.52299802,0.09876324,0.1451104,33.45601186,58464.67701,490860782.9,217.8929693,861230606,1396155129,1496572466,0.48264314,0.51735686,0.93290179,32986,768894,528853,535929,1.17E+11,8395.852129
2020.1.24,2922836.633,-969.3709587,29539,10597,34913,37843,0.49543066,0.10224169,0.14060096,33.61531952,58664.57953,494838510.1,199.9025227,852534920,1263171921,1257175967,0.50118951,0.49881049,1.00476938,29539,733016,501426,534408,1.12E+11,8435.047418
2020.1.25,2921058.89,-1777.743209,21767,8483,28740,23288,0.47794308,0.05792515,0.13771582,33.23107681,58720.71635,489540519.2,56.13681948,825633836,699919818,780907169,0.47265469,0.52734531,0.89629068,21767,650863,439923,461319,1.20E+11,8336.76
2020.1.26,2926008.372,4949.48206,21373,9142,28758,24798,0.62069964,0.0546031,0.14357051,34.28862083,58505.4274,503599507.6,-215.288951,886975704,1002706161,812058072,0.55252696,0.44747304,1.2347715,21373,573743,375398,429541,1.05E+11,8607.74
2020.1.27,2928070.323,2061.951013,28958,10427,34988,25768,0.49862401,0.04761887,0.14854938,35.47437913,58960.9223,524860254.3,455.4948988,942926604,1653388535,1478195412,0.52797197,0.47202803,1.11851824,28958,702919,468083,504698,94755300651,8901.8325
2020.1.28,2939635.363,11565.04014,37050,12320,41409,36632,0.37390157,0.07357884,0.13813657,37.37205347,58496.09452,549360368.3,-464.8277797,935141651,2368414229,2203633885,0.51802041,0.48197959,1.07477664,37050,823225,566112,589179,1.09E+11,9391.4025
2020.1.29,2948156.564,8521.201102,35202,12786,40376,25926,0.39247644,0.0877253,0.1438128,36.90344977,58540.69902,544079013,44.60450642,963936590,1480827467,1535902331,0.49087176,0.50912824,0.96414169,35202,776162,519271,573393,1.23E+11,9294.03
